date,time_point,species,focal,associates
2020-10-14,5,b-chimps,Zira,NA
2020-10-14,5,b-chimps,Daza,NA
2020-10-15,5,b-chimps,Alex,NA
2020-10-15,5,b-chimps,Daza,NA
2020-10-15,5,b-chimps,Frederike,NA
2020-10-15,5,b-chimps,Hope,NA
2020-10-15,5,b-chimps,Jeudi,NA
2020-10-15,5,b-chimps,Zira,NA
2020-10-16,5,b-chimps,Alex,Jeudi
2020-10-16,5,b-chimps,Daza,NA
2020-10-16,5,b-chimps,Frederike,NA
2020-10-16,5,b-chimps,Hope,NA
2020-10-16,5,b-chimps,Jeudi,Alex
2020-10-16,5,b-chimps,Zira,NA
2020-10-19,5,b-chimps,Alex,Jeudi
2020-10-19,5,b-chimps,Zira,NA
2020-10-19,5,b-chimps,Daza,Frederike
2020-10-19,5,b-chimps,Daza,Jeudi
2020-10-19,5,b-chimps,Frederike,Daza
2020-10-19,5,b-chimps,Frederike,Jeudi
2020-10-19,5,b-chimps,Jeudi,Alex
2020-10-19,5,b-chimps,Jeudi,Daza
2020-10-19,5,b-chimps,Jeudi,Frederike
2020-10-19,5,b-chimps,Hope,NA
2020-10-20,5,b-chimps,Alex,Frederike
2020-10-20,7,b-chimps,Alex,Frederike
2020-10-20,5,b-chimps,Daza,NA
2020-10-20,7,b-chimps,Daza,NA
2020-10-20,5,b-chimps,Frederike,Alex
2020-10-20,7,b-chimps,Frederike,Alex
2020-10-20,5,b-chimps,Hope,NA
2020-10-20,7,b-chimps,Hope,NA
2020-10-20,5,b-chimps,Jeudi,NA
2020-10-20,7,b-chimps,Jeudi,NA
2020-10-20,5,b-chimps,Zira,NA
2020-10-20,7,b-chimps,Zira,NA
2020-10-21,7,b-chimps,Alex,Daza
2020-10-21,7,b-chimps,Alex,Hope
2020-10-21,7,b-chimps,Alex,Jeudi
2020-10-21,7,b-chimps,Daza,Hope
2020-10-21,7,b-chimps,Frederike,NA
2020-10-21,7,b-chimps,Hope,NA
2020-10-21,7,b-chimps,Jeudi,Alex
2020-10-21,7,b-chimps,Jeudi,Hope
2020-10-21,7,b-chimps,Zira,NA
2020-10-22,7,b-chimps,Frederike,NA
2020-10-22,7,b-chimps,Jeudi,NA
2020-10-22,7,b-chimps,Zira,NA
2020-10-22,7,b-chimps,Hope,NA
2020-10-22,7,b-chimps,Alex,NA
2020-10-22,7,b-chimps,Daza,NA
2020-10-23,7,b-chimps,Alex,NA
2020-10-23,7,b-chimps,Daza,Frederike
2020-10-23,7,b-chimps,Frederike,Daza
2020-10-23,7,b-chimps,Hope,NA
2020-10-23,7,b-chimps,Jeudi,NA
2020-10-23,7,b-chimps,Zira,NA
2020-10-26,7,b-chimps,Alex,NA
2020-10-26,7,b-chimps,Daza,NA
2020-10-26,7,b-chimps,Hope,NA
2020-10-26,7,b-chimps,Frederike,NA
2020-10-26,7,b-chimps,Jeudi,NA
2020-10-26,7,b-chimps,Zira,NA
2020-10-27,7,b-chimps,Daza,NA
2020-10-27,7,b-chimps,Frederike,Alex
2020-10-27,7,b-chimps,Alex,Frederike
2020-10-27,7,b-chimps,Hope,NA
2020-10-27,7,b-chimps,Jeudi,NA
2020-10-27,7,b-chimps,Zira,NA
2020-10-28,7,b-chimps,Alex,Daza
2020-10-28,7,b-chimps,Alex,Frederike
2020-10-28,7,b-chimps,Alex,Hope
2020-10-28,7,b-chimps,Daza,Alex
2020-10-28,7,b-chimps,Daza,Frederike
2020-10-28,7,b-chimps,Daza,Hope
2020-10-28,7,b-chimps,Frederike,Alex
2020-10-28,7,b-chimps,Frederike,Daza
2020-10-28,7,b-chimps,Frederike,Hope
2020-10-28,7,b-chimps,Hope,Alex
2020-10-28,7,b-chimps,Hope,Daza
2020-10-28,7,b-chimps,Hope,Frederike
2020-10-28,7,b-chimps,Jeudi,NA
2020-10-28,7,b-chimps,Zira,NA
2020-10-29,7,b-chimps,Alex,Frederike
2020-10-29,7,b-chimps,Daza,NA
2020-10-29,7,b-chimps,Frederike,Alex
2020-10-29,7,b-chimps,Hope,NA
2020-10-29,7,b-chimps,Jeudi,NA
2020-10-29,7,b-chimps,Zira,NA
2020-10-30,7,b-chimps,Alex,NA
2020-10-30,7,b-chimps,Daza,NA
2020-10-30,7,b-chimps,Frederike,NA
2020-10-30,7,b-chimps,Hope,Zira
2020-10-30,7,b-chimps,Jeudi,Alex
2020-10-30,7,b-chimps,Zira,Hope
2020-11-02,7,b-chimps,Alex,Hope
2020-11-02,7,b-chimps,Alex,Zira
2020-11-02,7,b-chimps,Daza,NA
2020-11-02,7,b-chimps,Frederike,NA
2020-11-02,7,b-chimps,Hope,Alex
2020-11-02,7,b-chimps,Jeudi,NA
2020-11-02,7,b-chimps,Zira,NA
2020-11-03,7,b-chimps,Alex,NA
2020-11-03,7,b-chimps,Daza,Frederike
2020-11-03,7,b-chimps,Daza,Jeudi
2020-11-03,7,b-chimps,Frederike,Daza
2020-11-03,7,b-chimps,Frederike,Jeudi
2020-11-03,7,b-chimps,Hope,NA
2020-11-03,7,b-chimps,Jeudi,Daza
2020-11-03,7,b-chimps,Jeudi,Frederike
2020-11-03,7,b-chimps,Zira,NA
2020-11-04,7,b-chimps,Alex,Jeudi
2020-11-04,7,b-chimps,Daza,NA
2020-11-04,7,b-chimps,Frederike,NA
2020-11-04,7,b-chimps,Hope,NA
2020-11-04,7,b-chimps,Jeudi,Alex
2020-11-04,7,b-chimps,Zira,NA
2020-11-05,7,b-chimps,Alex,NA
2020-11-05,7,b-chimps,Daza,NA
2020-11-05,7,b-chimps,Frederike,NA
2020-11-05,7,b-chimps,Hope,NA
2020-11-05,7,b-chimps,Jeudi,NA
2020-11-05,7,b-chimps,Zira,NA
2020-11-06,7,b-chimps,Alex,NA
2020-11-06,7,b-chimps,Daza,NA
2020-11-06,7,b-chimps,Frederike,NA
2020-11-06,7,b-chimps,Hope,Zira
2020-11-06,7,b-chimps,Jeudi,NA
2020-11-06,7,b-chimps,Zira,Hope
2020-11-09,7,b-chimps,Alex,NA
2020-11-09,7,b-chimps,Daza,NA
2020-11-09,7,b-chimps,Frederike,Jeudi
2020-11-09,7,b-chimps,Hope,NA
2020-11-09,7,b-chimps,Jeudi,Frederike
2020-11-09,7,b-chimps,Zira,NA
2020-11-10,7,b-chimps,Alex,NA
2020-11-10,7,b-chimps,Daza,Hope
2020-11-10,7,b-chimps,Frederike,NA
2020-11-10,7,b-chimps,Hope,Daza
2020-11-10,7,b-chimps,Jeudi,Zira
2020-11-10,7,b-chimps,Zira,Jeudi
2020-11-11,7,b-chimps,Alex,NA
2020-11-11,7,b-chimps,Jeudi,NA
2020-11-11,7,b-chimps,Zira,NA
2020-11-11,7,b-chimps,Daza,NA
2020-11-11,7,b-chimps,Frederike,NA
2020-11-11,7,b-chimps,Hope,NA
2020-11-12,7,b-chimps,Alex,NA
2020-11-12,7,b-chimps,Daza,NA
2020-11-12,7,b-chimps,Frederike,NA
2020-11-12,7,b-chimps,Hope,Zira
2020-11-12,7,b-chimps,Jeudi,NA
2020-11-12,7,b-chimps,Zira,Hope
2020-11-13,7,b-chimps,Alex,NA
2020-11-13,7,b-chimps,Daza,NA
2020-11-13,7,b-chimps,Frederike,NA
2020-11-13,7,b-chimps,Hope,NA
2020-11-13,7,b-chimps,Jeudi,NA
2020-11-13,7,b-chimps,Zira,NA
2020-11-16,7,b-chimps,Jeudi,NA
2020-11-16,7,b-chimps,Alex,NA
2020-11-16,7,b-chimps,Hope,NA
2020-11-16,7,b-chimps,Frederike,NA
2020-11-16,7,b-chimps,Zira,NA
2020-11-16,7,b-chimps,Daza,Frederike
2020-11-17,7,b-chimps,Alex,NA
2020-11-17,8,b-chimps,Alex,NA
2020-11-17,7,b-chimps,Hope,NA
2020-11-17,8,b-chimps,Hope,NA
2020-11-17,7,b-chimps,Jeudi,NA
2020-11-17,8,b-chimps,Jeudi,NA
2020-11-17,7,b-chimps,Zira,NA
2020-11-17,8,b-chimps,Zira,NA
2020-11-17,7,b-chimps,Frederike,Daza
2020-11-17,8,b-chimps,Frederike,Daza
2020-11-17,7,b-chimps,Daza,Frederike
2020-11-17,8,b-chimps,Daza,Frederike
2020-11-18,8,b-chimps,Daza,NA
2020-11-18,8,b-chimps,Alex,NA
2020-11-18,8,b-chimps,Frederike,NA
2020-11-18,8,b-chimps,Jeudi,NA
2020-11-18,8,b-chimps,Hope,Zira
2020-11-18,8,b-chimps,Zira,Hope
2020-11-19,8,b-chimps,Alex,Jeudi
2020-11-19,8,b-chimps,Jeudi,Alex
2020-11-19,8,b-chimps,Hope,NA
2020-11-19,8,b-chimps,Zira,NA
2020-11-19,8,b-chimps,Frederike,NA
2020-11-19,8,b-chimps,Daza,NA
2020-11-20,8,b-chimps,Daza,NA
2020-11-20,8,b-chimps,Alex,Frederike
2020-11-20,8,b-chimps,Frederike,Alex
2020-11-20,8,b-chimps,Zira,NA
2020-11-20,8,b-chimps,Hope,Jeudi
2020-11-20,8,b-chimps,Jeudi,Hope
2020-11-23,8,b-chimps,Frederike,Hope
2020-11-23,8,b-chimps,Hope,Frederike
2020-11-23,8,b-chimps,Daza,Zira
2020-11-23,8,b-chimps,Zira,Daza
2020-11-23,8,b-chimps,Alex,NA
2020-11-23,8,b-chimps,Jeudi,NA
2020-11-24,8,b-chimps,Alex,NA
2020-11-24,8,b-chimps,Hope,Zira
2020-11-24,8,b-chimps,Zira,Hope
2020-11-24,8,b-chimps,Daza,Frederike
2020-11-24,8,b-chimps,Daza,Jeudi
2020-11-24,8,b-chimps,Frederike,Daza
2020-11-24,8,b-chimps,Frederike,Jeudi
2020-11-24,8,b-chimps,Jeudi,Daza
2020-11-24,8,b-chimps,Jeudi,Frederike
2020-11-25,8,b-chimps,Alex,NA
2020-11-25,8,b-chimps,Zira,NA
2020-11-25,8,b-chimps,Hope,Daza
2020-11-25,8,b-chimps,Hope,Frederike
2020-11-25,8,b-chimps,Frederike,Daza
2020-11-25,8,b-chimps,Frederike,Hope
2020-11-25,8,b-chimps,Daza,Frederike
2020-11-25,8,b-chimps,Daza,Hope
2020-11-25,8,b-chimps,Jeudi,NA
2020-11-26,8,b-chimps,Alex,NA
2020-11-26,8,b-chimps,Hope,NA
2020-11-26,8,b-chimps,Daza,NA
2020-11-26,8,b-chimps,Frederike,NA
2020-11-26,8,b-chimps,Jeudi,NA
2020-11-26,8,b-chimps,Zira,NA
2020-11-27,8,b-chimps,Hope,NA
2020-11-27,8,b-chimps,Daza,NA
2020-11-27,8,b-chimps,Alex,NA
2020-11-27,8,b-chimps,Jeudi,NA
2020-11-27,8,b-chimps,Zira,NA
2020-11-27,8,b-chimps,Frederike,NA
2020-11-30,8,b-chimps,Alex,NA
2020-11-30,8,b-chimps,Daza,NA
2020-11-30,8,b-chimps,Frederike,NA
2020-11-30,8,b-chimps,Hope,NA
2020-11-30,8,b-chimps,Jeudi,NA
2020-11-30,8,b-chimps,Zira,NA
2020-12-01,8,b-chimps,Alex,NA
2020-12-01,9,b-chimps,Alex,NA
2020-12-01,8,b-chimps,Daza,NA
2020-12-01,9,b-chimps,Daza,NA
2020-12-01,8,b-chimps,Frederike,Jeudi
2020-12-01,9,b-chimps,Frederike,Jeudi
2020-12-01,8,b-chimps,Hope,NA
2020-12-01,9,b-chimps,Hope,NA
2020-12-01,8,b-chimps,Jeudi,Frederike
2020-12-01,9,b-chimps,Jeudi,Frederike
2020-12-01,8,b-chimps,Zira,NA
2020-12-01,9,b-chimps,Zira,NA
2020-12-02,9,b-chimps,Alex,NA
2020-12-02,9,b-chimps,Daza,NA
2020-12-02,9,b-chimps,Frederike,NA
2020-12-02,9,b-chimps,Hope,NA
2020-12-02,9,b-chimps,Jeudi,NA
2020-12-02,9,b-chimps,Zira,NA
2020-12-03,9,b-chimps,Alex,NA
2020-12-03,9,b-chimps,Daza,Hope
2020-12-03,9,b-chimps,Hope,Daza
2020-12-03,9,b-chimps,Frederike,NA
2020-12-03,9,b-chimps,Jeudi,NA
2020-12-03,9,b-chimps,Zira,NA
2020-12-04,9,b-chimps,Alex,NA
2020-12-04,9,b-chimps,Daza,NA
2020-12-04,9,b-chimps,Frederike,NA
2020-12-04,9,b-chimps,Hope,NA
2020-12-04,9,b-chimps,Jeudi,NA
2020-12-04,9,b-chimps,Zira,NA
2020-12-07,9,b-chimps,Alex,NA
2020-12-07,9,b-chimps,Daza,NA
2020-12-07,9,b-chimps,Frederike,NA
2020-12-07,9,b-chimps,Hope,NA
2020-12-07,9,b-chimps,Jeudi,NA
2020-12-07,9,b-chimps,Zira,NA
2020-08-21,2,bonobos,Amira,Joey
2020-08-21,2,bonobos,Amira,Sumai
2020-08-21,2,bonobos,Joey,Amira
2020-08-21,2,bonobos,Joey,Luiza
2020-08-21,2,bonobos,Kuno,NA
2020-08-21,2,bonobos,Lexi,Tayo
2020-08-21,2,bonobos,Luiza,NA
2020-08-21,2,bonobos,Tayo,Lexi
2020-08-21,2,bonobos,Yaro,NA
2020-08-21,2,bonobos,Sumai,Yaro
2020-08-24,2,bonobos,Amira,Lexi
2020-08-24,2,bonobos,Amira,Yasa
2020-08-24,2,bonobos,Amira,Hodari
2020-08-24,2,bonobos,Jasongo,NA
2020-08-24,2,bonobos,Joey,NA
2020-08-24,2,bonobos,Kasai,NA
2020-08-24,2,bonobos,Kuno,NA
2020-08-24,2,bonobos,Lexi,Amira
2020-08-24,2,bonobos,Lexi,Tayo
2020-08-24,2,bonobos,Lexi,Yasa
2020-08-24,2,bonobos,Lexi,Hodari
2020-08-24,2,bonobos,Luiza,NA
2020-08-24,2,bonobos,Tayo,Lexi
2020-08-24,2,bonobos,Yasa,Amira
2020-08-24,2,bonobos,Yasa,Lexi
2020-08-24,2,bonobos,Yasa,Hodari
2020-08-24,2,bonobos,Sumai,Kasai
2020-08-24,2,bonobos,Hodari,Amira
2020-08-24,2,bonobos,Hodari,Lexi
2020-08-24,2,bonobos,Hodari,Tayo
2020-08-24,2,bonobos,Hodari,Yasa
2020-08-25,2,bonobos,Amira,Sumai
2020-08-25,2,bonobos,Jasongo,NA
2020-08-25,2,bonobos,Joey,NA
2020-08-25,2,bonobos,Kasai,Tayo
2020-08-25,2,bonobos,Lexi,Luiza
2020-08-25,2,bonobos,Luiza,Lexi
2020-08-25,2,bonobos,Luiza,Yasa
2020-08-25,2,bonobos,Luiza,Hodari
2020-08-25,2,bonobos,Lexi,Luiza
2020-08-25,2,bonobos,Lexi,Hodari
2020-08-25,2,bonobos,Tayo,Kasai
2020-08-25,2,bonobos,Yaro,Kuno
2020-08-25,2,bonobos,Yaro,Sumai
2020-08-25,2,bonobos,Kuno,Yaro
2020-08-25,2,bonobos,Yasa,Lexi
2020-08-25,2,bonobos,Yasa,Luiza
2020-08-25,2,bonobos,Yasa,Hodari
2020-08-25,2,bonobos,Sumai,NA
2020-08-25,2,bonobos,Hodari,Lexi
2020-08-25,2,bonobos,Hodari,Luiza
2020-08-25,2,bonobos,Hodari,Yasa
2020-08-26,2,bonobos,Amira,NA
2020-08-26,2,bonobos,Jasongo,NA
2020-08-26,2,bonobos,Joey,NA
2020-08-26,2,bonobos,Kasai,NA
2020-08-26,2,bonobos,Kuno,NA
2020-08-26,2,bonobos,Lexi,NA
2020-08-26,2,bonobos,Luiza,NA
2020-08-26,2,bonobos,Tayo,NA
2020-08-26,2,bonobos,Yaro,NA
2020-08-26,2,bonobos,Yasa,NA
2020-08-26,2,bonobos,Sumai,NA
2020-08-26,2,bonobos,Hodari,NA
2020-08-27,2,bonobos,Amira,NA
2020-08-27,2,bonobos,Jasongo,NA
2020-08-27,2,bonobos,Joey,NA
2020-08-27,2,bonobos,Kasai,NA
2020-08-27,2,bonobos,Kuno,NA
2020-08-27,2,bonobos,Lexi,Tayo
2020-08-27,2,bonobos,Lexi,Hodari
2020-08-27,2,bonobos,Luiza,NA
2020-08-27,2,bonobos,Tayo,Lexi
2020-08-27,2,bonobos,Tayo,Hodari
2020-08-27,2,bonobos,Yaro,NA
2020-08-27,2,bonobos,Yasa,NA
2020-08-27,2,bonobos,Sumai,NA
2020-08-27,2,bonobos,Hodari,Lexi
2020-08-27,2,bonobos,Hodari,Tayo
2020-08-28,2,bonobos,Amira,Lexi
2020-08-28,3,bonobos,Amira,Lexi
2020-08-28,2,bonobos,Amira,Tayo
2020-08-28,3,bonobos,Amira,Tayo
2020-08-28,2,bonobos,Jasongo,NA
2020-08-28,3,bonobos,Jasongo,NA
2020-08-28,2,bonobos,Joey,NA
2020-08-28,3,bonobos,Joey,NA
2020-08-28,2,bonobos,Kasai,NA
2020-08-28,3,bonobos,Kasai,NA
2020-08-28,2,bonobos,Kasai,Kuno
2020-08-28,3,bonobos,Kasai,Kuno
2020-08-28,2,bonobos,Kuno,Kasai
2020-08-28,3,bonobos,Kuno,Kasai
2020-08-28,2,bonobos,Lexi,Amira
2020-08-28,3,bonobos,Lexi,Amira
2020-08-28,2,bonobos,Lexi,Sumai
2020-08-28,3,bonobos,Lexi,Sumai
2020-08-28,2,bonobos,Lexi,Hodari
2020-08-28,3,bonobos,Lexi,Hodari
2020-08-28,2,bonobos,Luiza,Kasai
2020-08-28,3,bonobos,Luiza,Kasai
2020-08-28,2,bonobos,Luiza,Kuno
2020-08-28,3,bonobos,Luiza,Kuno
2020-08-28,2,bonobos,Luiza,Sumai
2020-08-28,3,bonobos,Luiza,Sumai
2020-08-28,2,bonobos,Tayo,Lexi
2020-08-28,3,bonobos,Tayo,Lexi
2020-08-28,2,bonobos,Tayo,Hodari
2020-08-28,3,bonobos,Tayo,Hodari
2020-08-28,2,bonobos,Yaro,NA
2020-08-28,3,bonobos,Yaro,NA
2020-08-28,2,bonobos,Yasa,Jasongo
2020-08-28,3,bonobos,Yasa,Jasongo
2020-08-28,2,bonobos,Sumai,Luiza
2020-08-28,3,bonobos,Sumai,Luiza
2020-08-28,2,bonobos,Hodari,Amira
2020-08-28,3,bonobos,Hodari,Amira
2020-08-28,2,bonobos,Hodari,Lexi
2020-08-28,3,bonobos,Hodari,Lexi
2020-08-28,2,bonobos,Hodari,Tayo
2020-08-28,3,bonobos,Hodari,Tayo
2020-08-31,3,bonobos,Amira,NA
2020-08-31,3,bonobos,Jasongo,NA
2020-08-31,3,bonobos,Joey,NA
2020-08-31,3,bonobos,Kasai,NA
2020-08-31,3,bonobos,Kuno,NA
2020-08-31,3,bonobos,Lexi,Tayo
2020-08-31,3,bonobos,Lexi,Hodari
2020-08-31,3,bonobos,Luiza,NA
2020-08-31,3,bonobos,Tayo,Lexi
2020-08-31,3,bonobos,Tayo,Hodari
2020-08-31,3,bonobos,Yaro,NA
2020-08-31,3,bonobos,Yasa,Sumai
2020-08-31,3,bonobos,Sumai,Yasa
2020-08-31,3,bonobos,Hodari,Lexi
2020-08-31,3,bonobos,Hodari,Tayo
2020-08-31,3,bonobos,Hodari,Yasa
2020-08-31,3,bonobos,Hodari,Sumai
2020-09-01,3,bonobos,Amira,Luiza
2020-09-01,3,bonobos,Amira,Tayo
2020-09-01,3,bonobos,Jasongo,NA
2020-09-01,3,bonobos,Joey,NA
2020-09-01,3,bonobos,Joey,NA
2020-09-01,3,bonobos,Jasongo,NA
2020-09-01,3,bonobos,Kasai,NA
2020-09-01,3,bonobos,Kuno,NA
2020-09-01,3,bonobos,Lexi,Hodari
2020-09-01,3,bonobos,Luiza,Amira
2020-09-01,3,bonobos,Tayo,NA
2020-09-01,3,bonobos,Yaro,NA
2020-09-01,3,bonobos,Yasa,NA
2020-09-01,3,bonobos,Sumai,NA
2020-09-01,3,bonobos,Hodari,Lexi
2020-09-02,3,bonobos,Amira,NA
2020-09-02,3,bonobos,Jasongo,NA
2020-09-02,3,bonobos,Joey,Sumai
2020-09-02,3,bonobos,Kasai,Yasa
2020-09-02,3,bonobos,Kuno,Yaro
2020-09-02,3,bonobos,Lexi,Tayo
2020-09-02,3,bonobos,Lexi,Hodari
2020-09-02,3,bonobos,Luiza,NA
2020-09-02,3,bonobos,Tayo,Lexi
2020-09-02,3,bonobos,Tayo,Hodari
2020-09-02,3,bonobos,Yaro,Kuno
2020-09-02,3,bonobos,Yasa,Kasai
2020-09-02,3,bonobos,Sumai,Amira
2020-09-02,3,bonobos,Hodari,Lexi
2020-09-02,3,bonobos,Hodari,Tayo
2020-09-03,3,bonobos,Amira,Lexi
2020-09-03,3,bonobos,Jasongo,NA
2020-09-03,3,bonobos,Joey,NA
2020-09-03,3,bonobos,Kasai,NA
2020-09-03,3,bonobos,Kuno,NA
2020-09-03,3,bonobos,Lexi,Amira
2020-09-03,3,bonobos,Luiza,NA
2020-09-03,3,bonobos,Tayo,Yaro
2020-09-03,3,bonobos,Yaro,Tayo
2020-09-03,3,bonobos,Yasa,Sumai
2020-09-03,3,bonobos,Sumai,Yasa
2020-09-03,3,bonobos,Hodari,Lexi
2020-09-04,3,bonobos,Amira,NA
2020-09-04,3,bonobos,Jasongo,NA
2020-09-04,3,bonobos,Joey,NA
2020-09-04,3,bonobos,Kasai,NA
2020-09-04,3,bonobos,Kuno,NA
2020-09-04,3,bonobos,Lexi,Hodari
2020-09-04,3,bonobos,Luiza,NA
2020-09-04,3,bonobos,Tayo,NA
2020-09-04,3,bonobos,Yaro,NA
2020-09-04,3,bonobos,Yasa,NA
2020-09-04,3,bonobos,Sumai,NA
2020-09-04,3,bonobos,Hodari,Lexi
2020-09-07,3,bonobos,Amira,Lexi
2020-09-07,3,bonobos,Amira,Tayo
2020-09-07,3,bonobos,Amira,Hodari
2020-09-07,3,bonobos,Jasongo,NA
2020-09-07,3,bonobos,Joey,NA
2020-09-07,3,bonobos,Kasai,NA
2020-09-07,3,bonobos,Kuno,NA
2020-09-07,3,bonobos,Lexi,Amira
2020-09-07,3,bonobos,Lexi,Hodari
2020-09-07,3,bonobos,Luiza,NA
2020-09-07,3,bonobos,Tayo,Amira
2020-09-07,3,bonobos,Tayo,Hodari
2020-09-07,3,bonobos,Yaro,NA
2020-09-07,3,bonobos,Yasa,NA
2020-09-07,3,bonobos,Sumai,Tayo
2020-09-07,3,bonobos,Hodari,Lexi
2020-09-08,3,bonobos,Amira,NA
2020-09-08,3,bonobos,Jasongo,NA
2020-09-08,3,bonobos,Joey,Yasa
2020-09-08,3,bonobos,Joey,Sumai
2020-09-08,3,bonobos,Kasai,Kuno
2020-09-08,3,bonobos,Kuno,Kasai
2020-09-08,3,bonobos,Kuno,Yasa
2020-09-08,3,bonobos,Kuno,Sumai
2020-09-08,3,bonobos,Lexi,Hodari
2020-09-08,3,bonobos,Luiza,NA
2020-09-08,3,bonobos,Tayo,NA
2020-09-08,3,bonobos,Yaro,NA
2020-09-08,3,bonobos,Yasa,Joey
2020-09-08,3,bonobos,Yasa,Kasai
2020-09-08,3,bonobos,Yasa,Kuno
2020-09-08,3,bonobos,Yasa,Sumai
2020-09-08,3,bonobos,Sumai,NA
2020-09-08,3,bonobos,Hodari,Lexi
2020-09-09,3,bonobos,Amira,Lexi
2020-09-09,3,bonobos,Amira,Yasa
2020-09-09,3,bonobos,Amira,Hodari
2020-09-09,3,bonobos,Jasongo,Kuno
2020-09-09,3,bonobos,Joey,Luiza
2020-09-09,3,bonobos,Kasai,NA
2020-09-09,3,bonobos,Kuno,Jasongo
2020-09-09,3,bonobos,Lexi,Yasa
2020-09-09,3,bonobos,Lexi,Hodari
2020-09-09,3,bonobos,Luiza,Joey
2020-09-09,3,bonobos,Tayo,Lexi
2020-09-09,3,bonobos,Yaro,Kasai
2020-09-09,3,bonobos,Yasa,Lexi
2020-09-09,3,bonobos,Yasa,Hodari
2020-09-09,3,bonobos,Yasa,Lexi
2020-09-09,3,bonobos,Yasa,Sumai
2020-09-09,3,bonobos,Yasa,Hodari
2020-09-09,3,bonobos,Sumai,Lexi
2020-09-09,3,bonobos,Sumai,Yasa
2020-09-09,3,bonobos,Sumai,Hodari
2020-09-09,3,bonobos,Hodari,Lexi
2020-09-09,3,bonobos,Hodari,Yasa
2020-09-09,3,bonobos,Hodari,Sumai
2020-09-10,3,bonobos,Amira,Sumai
2020-09-10,3,bonobos,Jasongo,NA
2020-09-10,3,bonobos,Joey,NA
2020-09-10,3,bonobos,Kasai,NA
2020-09-10,3,bonobos,Kuno,NA
2020-09-10,3,bonobos,Lexi,Amira
2020-09-10,3,bonobos,Lexi,Hodari
2020-09-10,3,bonobos,Luiza,NA
2020-09-10,3,bonobos,Tayo,Lexi
2020-09-10,3,bonobos,Tayo,Yaro
2020-09-10,3,bonobos,Tayo,Hodari
2020-09-10,3,bonobos,Yaro,Tayo
2020-09-10,3,bonobos,Yaro,Hodari
2020-09-10,3,bonobos,Yasa,Kasai
2020-09-10,3,bonobos,Yasa,Luiza
2020-09-10,3,bonobos,Sumai,NA
2020-09-10,3,bonobos,Hodari,Amira
2020-09-10,3,bonobos,Hodari,Yaro
2020-09-11,3,bonobos,Amira,NA
2020-09-11,3,bonobos,Jasongo,NA
2020-09-11,3,bonobos,Joey,NA
2020-09-11,3,bonobos,Kasai,NA
2020-09-11,3,bonobos,Kuno,NA
2020-09-11,3,bonobos,Lexi,Sumai
2020-09-11,3,bonobos,Lexi,Hodari
2020-09-11,3,bonobos,Luiza,NA
2020-09-11,3,bonobos,Tayo,NA
2020-09-11,3,bonobos,Yaro,NA
2020-09-11,3,bonobos,Yasa,NA
2020-09-11,3,bonobos,Sumai,NA
2020-09-11,3,bonobos,Hodari,Lexi
2020-09-14,3,bonobos,Amira,NA
2020-09-14,3,bonobos,Jasongo,NA
2020-09-14,3,bonobos,Joey,NA
2020-09-14,3,bonobos,Kasai,NA
2020-09-14,3,bonobos,Kuno,NA
2020-09-14,3,bonobos,Lexi,Amira
2020-09-14,3,bonobos,Lexi,Hodari
2020-09-14,3,bonobos,Luiza,NA
2020-09-14,3,bonobos,Tayo,Lexi
2020-09-14,3,bonobos,Tayo,Hodari
2020-09-14,3,bonobos,Yaro,NA
2020-09-14,3,bonobos,Yasa,NA
2020-09-14,3,bonobos,Sumai,NA
2020-09-14,3,bonobos,Hodari,Lexi
2020-09-14,3,bonobos,Hodari,Tayo
2020-09-15,3,bonobos,Amira,Lexi
2020-09-15,3,bonobos,Amira,Hodari
2020-09-15,3,bonobos,Jasongo,Kasai
2020-09-15,3,bonobos,Jasongo,Kuno
2020-09-15,3,bonobos,Jasongo,Luiza
2020-09-15,3,bonobos,Jasongo,Yasa
2020-09-15,3,bonobos,Joey,NA
2020-09-15,3,bonobos,Kasai,Jasongo
2020-09-15,3,bonobos,Kasai,Kuno
2020-09-15,3,bonobos,Kasai,Luiza
2020-09-15,3,bonobos,Kasai,Yasa
2020-09-15,3,bonobos,Kuno,Jasongo
2020-09-15,3,bonobos,Kuno,Kasai
2020-09-15,3,bonobos,Kuno,Luiza
2020-09-15,3,bonobos,Kuno,Yasa
2020-09-15,3,bonobos,Lexi,Tayo
2020-09-15,3,bonobos,Lexi,Hodari
2020-09-15,3,bonobos,Luiza,Jasongo
2020-09-15,3,bonobos,Luiza,Kuno
2020-09-15,3,bonobos,Luiza,Yasa
2020-09-15,3,bonobos,Luiza,Sumai
2020-09-15,3,bonobos,Tayo,Amira
2020-09-15,3,bonobos,Tayo,Sumai
2020-09-15,3,bonobos,Yaro,NA
2020-09-15,3,bonobos,Yasa,Amira
2020-09-15,3,bonobos,Yasa,Jasongo
2020-09-15,3,bonobos,Yasa,Kasai
2020-09-15,3,bonobos,Yasa,Sumai
2020-09-15,3,bonobos,Sumai,Tayo
2020-09-15,3,bonobos,Hodari,Lexi
2020-09-16,3,bonobos,Amira,Tayo
2020-09-16,4,bonobos,Amira,Tayo
2020-09-16,3,bonobos,Jasongo,NA
2020-09-16,4,bonobos,Jasongo,NA
2020-09-16,3,bonobos,Joey,Kasai
2020-09-16,4,bonobos,Joey,Kasai
2020-09-16,3,bonobos,Joey,Kuno
