"files"	"paramHeader"	"param"	"population"	"average"	"average_se"	"population_sd"	"mse"	"cover_95"	"kind"	"peb"	"seb"	"bias"	"abs_bias"	"abs_diff_sd_se"	"diff_sd_se"	"ratio_sd_se"
"LST 2 constructs T 9 free S var"	"Thresholds"	"X14$3"	-0.589	-0.5829	0.2801	0.2868	0.0822	0.941	"threshold"	0.0104	0.0234	0.0061	0.0061	0.0067	-0.0067	0.9766
"LST 2 constructs T 9 free S var"	"Thresholds"	"X14$4"	0.686	0.701	0.2805	0.2837	0.0806	0.943	"threshold"	0.0219	0.0113	0.015	0.015	0.0032	-0.0032	0.9887
"LST 2 constructs T 9 free S var"	"Thresholds"	"X14$5"	1.594	1.6181	0.2859	0.2861	0.0824	0.947	"threshold"	0.0151	7e-04	0.0241	0.0241	2e-04	-2e-04	0.9993
"LST 2 constructs T 9 free S var"	"Thresholds"	"X14$6"	2.845	2.8858	0.3049	0.3048	0.0945	0.944	"threshold"	0.0143	3e-04	0.0408	0.0408	1e-04	1e-04	1.0003
"LST 2 constructs T 9 free S var"	"Thresholds"	"X24$1"	-2.814	-2.8254	0.3039	0.3129	0.0979	0.932	"threshold"	0.0041	0.0288	-0.0114	0.0114	0.009	-0.009	0.9712
"LST 2 constructs T 9 free S var"	"Thresholds"	"X24$2"	-1.523	-1.5212	0.2852	0.2916	0.0849	0.94	"threshold"	0.0012	0.0219	0.0018	0.0018	0.0064	-0.0064	0.9781
"LST 2 constructs T 9 free S var"	"Thresholds"	"X24$3"	-0.589	-0.5829	0.2801	0.2868	0.0822	0.941	"threshold"	0.0104	0.0234	0.0061	0.0061	0.0067	-0.0067	0.9766
"LST 2 constructs T 9 free S var"	"Thresholds"	"X24$4"	0.686	0.701	0.2805	0.2837	0.0806	0.943	"threshold"	0.0219	0.0113	0.015	0.015	0.0032	-0.0032	0.9887
"LST 2 constructs T 9 free S var"	"Thresholds"	"X24$5"	1.594	1.6181	0.2859	0.2861	0.0824	0.947	"threshold"	0.0151	7e-04	0.0241	0.0241	2e-04	-2e-04	0.9993
"LST 2 constructs T 9 free S var"	"Thresholds"	"X24$6"	2.845	2.8858	0.3049	0.3048	0.0945	0.944	"threshold"	0.0143	3e-04	0.0408	0.0408	1e-04	1e-04	1.0003
"LST 2 constructs T 9 free S var"	"Thresholds"	"X15$1"	-2.814	-2.8254	0.3039	0.3129	0.0979	0.932	"threshold"	0.0041	0.0288	-0.0114	0.0114	0.009	-0.009	0.9712
"LST 2 constructs T 9 free S var"	"Thresholds"	"X15$2"	-1.523	-1.5212	0.2852	0.2916	0.0849	0.94	"threshold"	0.0012	0.0219	0.0018	0.0018	0.0064	-0.0064	0.9781
"LST 2 constructs T 9 free S var"	"Thresholds"	"X15$3"	-0.589	-0.5829	0.2801	0.2868	0.0822	0.941	"threshold"	0.0104	0.0234	0.0061	0.0061	0.0067	-0.0067	0.9766
"LST 2 constructs T 9 free S var"	"Thresholds"	"X15$4"	0.686	0.701	0.2805	0.2837	0.0806	0.943	"threshold"	0.0219	0.0113	0.015	0.015	0.0032	-0.0032	0.9887
"LST 2 constructs T 9 free S var"	"Thresholds"	"X15$5"	1.594	1.6181	0.2859	0.2861	0.0824	0.947	"threshold"	0.0151	7e-04	0.0241	0.0241	2e-04	-2e-04	0.9993
"LST 2 constructs T 9 free S var"	"Thresholds"	"X15$6"	2.845	2.8858	0.3049	0.3048	0.0945	0.944	"threshold"	0.0143	3e-04	0.0408	0.0408	1e-04	1e-04	1.0003
"LST 2 constructs T 9 free S var"	"Thresholds"	"X25$1"	-2.814	-2.8254	0.3039	0.3129	0.0979	0.932	"threshold"	0.0041	0.0288	-0.0114	0.0114	0.009	-0.009	0.9712
"LST 2 constructs T 9 free S var"	"Thresholds"	"X25$2"	-1.523	-1.5212	0.2852	0.2916	0.0849	0.94	"threshold"	0.0012	0.0219	0.0018	0.0018	0.0064	-0.0064	0.9781
"LST 2 constructs T 9 free S var"	"Thresholds"	"X25$3"	-0.589	-0.5829	0.2801	0.2868	0.0822	0.941	"threshold"	0.0104	0.0234	0.0061	0.0061	0.0067	-0.0067	0.9766
"LST 2 constructs T 9 free S var"	"Thresholds"	"X25$4"	0.686	0.701	0.2805	0.2837	0.0806	0.943	"threshold"	0.0219	0.0113	0.015	0.015	0.0032	-0.0032	0.9887
"LST 2 constructs T 9 free S var"	"Thresholds"	"X25$5"	1.594	1.6181	0.2859	0.2861	0.0824	0.947	"threshold"	0.0151	7e-04	0.0241	0.0241	2e-04	-2e-04	0.9993
"LST 2 constructs T 9 free S var"	"Thresholds"	"X25$6"	2.845	2.8858	0.3049	0.3048	0.0945	0.944	"threshold"	0.0143	3e-04	0.0408	0.0408	1e-04	1e-04	1.0003
"LST 2 constructs T 9 free S var"	"Thresholds"	"X16$1"	-2.814	-2.8254	0.3039	0.3129	0.0979	0.932	"threshold"	0.0041	0.0288	-0.0114	0.0114	0.009	-0.009	0.9712
"LST 2 constructs T 9 free S var"	"Thresholds"	"X16$2"	-1.523	-1.5212	0.2852	0.2916	0.0849	0.94	"threshold"	0.0012	0.0219	0.0018	0.0018	0.0064	-0.0064	0.9781
"LST 2 constructs T 9 free S var"	"Thresholds"	"X16$3"	-0.589	-0.5829	0.2801	0.2868	0.0822	0.941	"threshold"	0.0104	0.0234	0.0061	0.0061	0.0067	-0.0067	0.9766
"LST 2 constructs T 9 free S var"	"Thresholds"	"X16$4"	0.686	0.701	0.2805	0.2837	0.0806	0.943	"threshold"	0.0219	0.0113	0.015	0.015	0.0032	-0.0032	0.9887
"LST 2 constructs T 9 free S var"	"Thresholds"	"X16$5"	1.594	1.6181	0.2859	0.2861	0.0824	0.947	"threshold"	0.0151	7e-04	0.0241	0.0241	2e-04	-2e-04	0.9993
"LST 2 constructs T 9 free S var"	"Thresholds"	"X16$6"	2.845	2.8858	0.3049	0.3048	0.0945	0.944	"threshold"	0.0143	3e-04	0.0408	0.0408	1e-04	1e-04	1.0003
"LST 2 constructs T 9 free S var"	"Thresholds"	"X26$1"	-2.814	-2.8254	0.3039	0.3129	0.0979	0.932	"threshold"	0.0041	0.0288	-0.0114	0.0114	0.009	-0.009	0.9712
"LST 2 constructs T 9 free S var"	"Thresholds"	"X26$2"	-1.523	-1.5212	0.2852	0.2916	0.0849	0.94	"threshold"	0.0012	0.0219	0.0018	0.0018	0.0064	-0.0064	0.9781
"LST 2 constructs T 9 free S var"	"Thresholds"	"X26$3"	-0.589	-0.5829	0.2801	0.2868	0.0822	0.941	"threshold"	0.0104	0.0234	0.0061	0.0061	0.0067	-0.0067	0.9766
"LST 2 constructs T 9 free S var"	"Thresholds"	"X26$4"	0.686	0.701	0.2805	0.2837	0.0806	0.943	"threshold"	0.0219	0.0113	0.015	0.015	0.0032	-0.0032	0.9887
"LST 2 constructs T 9 free S var"	"Thresholds"	"X26$5"	1.594	1.6181	0.2859	0.2861	0.0824	0.947	"threshold"	0.0151	7e-04	0.0241	0.0241	2e-04	-2e-04	0.9993
"LST 2 constructs T 9 free S var"	"Thresholds"	"X26$6"	2.845	2.8858	0.3049	0.3048	0.0945	0.944	"threshold"	0.0143	3e-04	0.0408	0.0408	1e-04	1e-04	1.0003
"LST 2 constructs T 9 free S var"	"Thresholds"	"X17$1"	-2.814	-2.8254	0.3039	0.3129	0.0979	0.932	"threshold"	0.0041	0.0288	-0.0114	0.0114	0.009	-0.009	0.9712
"LST 2 constructs T 9 free S var"	"Thresholds"	"X17$2"	-1.523	-1.5212	0.2852	0.2916	0.0849	0.94	"threshold"	0.0012	0.0219	0.0018	0.0018	0.0064	-0.0064	0.9781
"LST 2 constructs T 9 free S var"	"Thresholds"	"X17$3"	-0.589	-0.5829	0.2801	0.2868	0.0822	0.941	"threshold"	0.0104	0.0234	0.0061	0.0061	0.0067	-0.0067	0.9766
"LST 2 constructs T 9 free S var"	"Thresholds"	"X17$4"	0.686	0.701	0.2805	0.2837	0.0806	0.943	"threshold"	0.0219	0.0113	0.015	0.015	0.0032	-0.0032	0.9887
"LST 2 constructs T 9 free S var"	"Thresholds"	"X17$5"	1.594	1.6181	0.2859	0.2861	0.0824	0.947	"threshold"	0.0151	7e-04	0.0241	0.0241	2e-04	-2e-04	0.9993
"LST 2 constructs T 9 free S var"	"Thresholds"	"X17$6"	2.845	2.8858	0.3049	0.3048	0.0945	0.944	"threshold"	0.0143	3e-04	0.0408	0.0408	1e-04	1e-04	1.0003
"LST 2 constructs T 9 free S var"	"Thresholds"	"X27$1"	-2.814	-2.8254	0.3039	0.3129	0.0979	0.932	"threshold"	0.0041	0.0288	-0.0114	0.0114	0.009	-0.009	0.9712
"LST 2 constructs T 9 free S var"	"Thresholds"	"X27$2"	-1.523	-1.5212	0.2852	0.2916	0.0849	0.94	"threshold"	0.0012	0.0219	0.0018	0.0018	0.0064	-0.0064	0.9781
"LST 2 constructs T 9 free S var"	"Thresholds"	"X27$3"	-0.589	-0.5829	0.2801	0.2868	0.0822	0.941	"threshold"	0.0104	0.0234	0.0061	0.0061	0.0067	-0.0067	0.9766
"LST 2 constructs T 9 free S var"	"Thresholds"	"X27$4"	0.686	0.701	0.2805	0.2837	0.0806	0.943	"threshold"	0.0219	0.0113	0.015	0.015	0.0032	-0.0032	0.9887
"LST 2 constructs T 9 free S var"	"Thresholds"	"X27$5"	1.594	1.6181	0.2859	0.2861	0.0824	0.947	"threshold"	0.0151	7e-04	0.0241	0.0241	2e-04	-2e-04	0.9993
"LST 2 constructs T 9 free S var"	"Thresholds"	"X27$6"	2.845	2.8858	0.3049	0.3048	0.0945	0.944	"threshold"	0.0143	3e-04	0.0408	0.0408	1e-04	1e-04	1.0003
"LST 2 constructs T 9 free S var"	"Thresholds"	"X18$1"	-2.814	-2.8254	0.3039	0.3129	0.0979	0.932	"threshold"	0.0041	0.0288	-0.0114	0.0114	0.009	-0.009	0.9712
"LST 2 constructs T 9 free S var"	"Thresholds"	"X18$2"	-1.523	-1.5212	0.2852	0.2916	0.0849	0.94	"threshold"	0.0012	0.0219	0.0018	0.0018	0.0064	-0.0064	0.9781
"LST 2 constructs T 9 free S var"	"Thresholds"	"X18$3"	-0.589	-0.5829	0.2801	0.2868	0.0822	0.941	"threshold"	0.0104	0.0234	0.0061	0.0061	0.0067	-0.0067	0.9766
"LST 2 constructs T 9 free S var"	"Thresholds"	"X18$4"	0.686	0.701	0.2805	0.2837	0.0806	0.943	"threshold"	0.0219	0.0113	0.015	0.015	0.0032	-0.0032	0.9887
"LST 2 constructs T 9 free S var"	"Thresholds"	"X18$5"	1.594	1.6181	0.2859	0.2861	0.0824	0.947	"threshold"	0.0151	7e-04	0.0241	0.0241	2e-04	-2e-04	0.9993
"LST 2 constructs T 9 free S var"	"Thresholds"	"X18$6"	2.845	2.8858	0.3049	0.3048	0.0945	0.944	"threshold"	0.0143	3e-04	0.0408	0.0408	1e-04	1e-04	1.0003
"LST 2 constructs T 9 free S var"	"Thresholds"	"X28$1"	-2.814	-2.8254	0.3039	0.3129	0.0979	0.932	"threshold"	0.0041	0.0288	-0.0114	0.0114	0.009	-0.009	0.9712
"LST 2 constructs T 9 free S var"	"Thresholds"	"X28$2"	-1.523	-1.5212	0.2852	0.2916	0.0849	0.94	"threshold"	0.0012	0.0219	0.0018	0.0018	0.0064	-0.0064	0.9781
"LST 2 constructs T 9 free S var"	"Thresholds"	"X28$3"	-0.589	-0.5829	0.2801	0.2868	0.0822	0.941	"threshold"	0.0104	0.0234	0.0061	0.0061	0.0067	-0.0067	0.9766
"LST 2 constructs T 9 free S var"	"Thresholds"	"X28$4"	0.686	0.701	0.2805	0.2837	0.0806	0.943	"threshold"	0.0219	0.0113	0.015	0.015	0.0032	-0.0032	0.9887
"LST 2 constructs T 9 free S var"	"Thresholds"	"X28$5"	1.594	1.6181	0.2859	0.2861	0.0824	0.947	"threshold"	0.0151	7e-04	0.0241	0.0241	2e-04	-2e-04	0.9993
"LST 2 constructs T 9 free S var"	"Thresholds"	"X28$6"	2.845	2.8858	0.3049	0.3048	0.0945	0.944	"threshold"	0.0143	3e-04	0.0408	0.0408	1e-04	1e-04	1.0003
"LST 2 constructs T 9 free S var"	"Thresholds"	"X19$1"	-2.814	-2.8254	0.3039	0.3129	0.0979	0.932	"threshold"	0.0041	0.0288	-0.0114	0.0114	0.009	-0.009	0.9712
"LST 2 constructs T 9 free S var"	"Thresholds"	"X19$2"	-1.523	-1.5212	0.2852	0.2916	0.0849	0.94	"threshold"	0.0012	0.0219	0.0018	0.0018	0.0064	-0.0064	0.9781
"LST 2 constructs T 9 free S var"	"Thresholds"	"X19$3"	-0.589	-0.5829	0.2801	0.2868	0.0822	0.941	"threshold"	0.0104	0.0234	0.0061	0.0061	0.0067	-0.0067	0.9766
"LST 2 constructs T 9 free S var"	"Thresholds"	"X19$4"	0.686	0.701	0.2805	0.2837	0.0806	0.943	"threshold"	0.0219	0.0113	0.015	0.015	0.0032	-0.0032	0.9887
"LST 2 constructs T 9 free S var"	"Thresholds"	"X19$5"	1.594	1.6181	0.2859	0.2861	0.0824	0.947	"threshold"	0.0151	7e-04	0.0241	0.0241	2e-04	-2e-04	0.9993
"LST 2 constructs T 9 free S var"	"Thresholds"	"X19$6"	2.845	2.8858	0.3049	0.3048	0.0945	0.944	"threshold"	0.0143	3e-04	0.0408	0.0408	1e-04	1e-04	1.0003
"LST 2 constructs T 9 free S var"	"Thresholds"	"X29$1"	-2.814	-2.8254	0.3039	0.3129	0.0979	0.932	"threshold"	0.0041	0.0288	-0.0114	0.0114	0.009	-0.009	0.9712
"LST 2 constructs T 9 free S var"	"Thresholds"	"X29$2"	-1.523	-1.5212	0.2852	0.2916	0.0849	0.94	"threshold"	0.0012	0.0219	0.0018	0.0018	0.0064	-0.0064	0.9781
"LST 2 constructs T 9 free S var"	"Thresholds"	"X29$3"	-0.589	-0.5829	0.2801	0.2868	0.0822	0.941	"threshold"	0.0104	0.0234	0.0061	0.0061	0.0067	-0.0067	0.9766
"LST 2 constructs T 9 free S var"	"Thresholds"	"X29$4"	0.686	0.701	0.2805	0.2837	0.0806	0.943	"threshold"	0.0219	0.0113	0.015	0.015	0.0032	-0.0032	0.9887
"LST 2 constructs T 9 free S var"	"Thresholds"	"X29$5"	1.594	1.6181	0.2859	0.2861	0.0824	0.947	"threshold"	0.0151	7e-04	0.0241	0.0241	2e-04	-2e-04	0.9993
"LST 2 constructs T 9 free S var"	"Thresholds"	"X29$6"	2.845	2.8858	0.3049	0.3048	0.0945	0.944	"threshold"	0.0143	3e-04	0.0408	0.0408	1e-04	1e-04	1.0003
"LST 2 constructs T 9 free S var"	"Variances"	"TY"	2.504	2.5385	0.7143	0.6659	0.4442	0.941	"T variance"	0.0138	0.0727	0.0345	0.0345	0.0484	0.0484	1.0727
"LST 2 constructs T 9 free S var"	"Variances"	"SY1"	0.699	0.7078	0.3782	0.3198	0.1022	0.968	"S variance"	0.0126	0.1826	0.0088	0.0088	0.0584	0.0584	1.1826
"LST 2 constructs T 9 free S var"	"Variances"	"SY2"	0.281	0.3787	0.2353	0.1426	0.0299	0.99	"S variance"	0.3477	0.6501	0.0977	0.0977	0.0927	0.0927	1.6501
"LST 2 constructs T 9 free S var"	"Variances"	"SY3"	0.882	0.8425	0.4328	0.3853	0.1499	0.96	"S variance"	0.0448	0.1233	-0.0395	0.0395	0.0475	0.0475	1.1233
"LST 2 constructs T 9 free S var"	"Variances"	"SY4"	0.358	0.4084	0.2504	0.1752	0.0332	0.987	"S variance"	0.1408	0.4292	0.0504	0.0504	0.0752	0.0752	1.4292
"LST 2 constructs T 9 free S var"	"Variances"	"SY5"	0.492	0.4828	0.2897	0.2101	0.0442	0.993	"S variance"	0.0187	0.3789	-0.0092	0.0092	0.0796	0.0796	1.3789
"LST 2 constructs T 9 free S var"	"Variances"	"SY6"	0.392	0.4484	0.2705	0.1805	0.0357	0.988	"S variance"	0.1439	0.4986	0.0564	0.0564	0.09	0.09	1.4986
"LST 2 constructs T 9 free S var"	"Variances"	"SY7"	0.475	0.4981	0.2972	0.2265	0.0518	0.986	"S variance"	0.0486	0.3121	0.0231	0.0231	0.0707	0.0707	1.3121
"LST 2 constructs T 9 free S var"	"Variances"	"SY8"	0.231	0.3475	0.2175	0.1168	0.0272	0.988	"S variance"	0.5043	0.8622	0.1165	0.1165	0.1007	0.1007	1.8622
"LST 2 constructs T 9 free S var"	"Variances"	"SY9"	0.262	0.3637	0.2261	0.1311	0.0275	0.988	"S variance"	0.3882	0.7246	0.1017	0.1017	0.095	0.095	1.7246
"LST 2 constructs T 9 free S var"	"Variances"	"TX"	3.303	3.2953	0.8756	0.8109	0.6569	0.95	"T variance"	0.0023	0.0798	-0.0077	0.0077	0.0647	0.0647	1.0798
"LST 2 constructs T 9 free S var"	"Variances"	"SX1"	0.74	0.722	0.3484	0.2965	0.0881	0.97	"S variance"	0.0243	0.175	-0.018	0.018	0.0519	0.0519	1.175
"LST 2 constructs T 9 free S var"	"Variances"	"SX2"	0.327	0.3828	0.2183	0.1483	0.0251	0.988	"S variance"	0.1706	0.472	0.0558	0.0558	0.07	0.07	1.472
"LST 2 constructs T 9 free S var"	"Variances"	"SX3"	0.954	0.9279	0.4199	0.3777	0.1432	0.947	"S variance"	0.0274	0.1117	-0.0261	0.0261	0.0422	0.0422	1.1117
"LST 2 constructs T 9 free S var"	"Variances"	"SX4"	0.309	0.3731	0.2136	0.1417	0.0242	0.986	"S variance"	0.2074	0.5074	0.0641	0.0641	0.0719	0.0719	1.5074
"LST 2 constructs T 9 free S var"	"Variances"	"SX5"	0.31	0.3801	0.2169	0.1455	0.0261	0.98	"S variance"	0.2261	0.4907	0.0701	0.0701	0.0714	0.0714	1.4907
"LST 2 constructs T 9 free S var"	"Variances"	"SX6"	0.632	0.5893	0.3077	0.2517	0.0651	0.978	"S variance"	0.0676	0.2225	-0.0427	0.0427	0.056	0.056	1.2225
"LST 2 constructs T 9 free S var"	"Variances"	"SX7"	0.338	0.3911	0.2219	0.1487	0.0249	0.989	"S variance"	0.1571	0.4923	0.0531	0.0531	0.0732	0.0732	1.4923
"LST 2 constructs T 9 free S var"	"Variances"	"SX8"	0.416	0.454	0.2517	0.1953	0.0396	0.985	"S variance"	0.0913	0.2888	0.038	0.038	0.0564	0.0564	1.2888
"LST 2 constructs T 9 free S var"	"Variances"	"SX9"	0.451	0.4718	0.26	0.2056	0.0427	0.984	"S variance"	0.0461	0.2646	0.0208	0.0208	0.0544	0.0544	1.2646
"LST T 12 fixed S var"	"Thresholds"	"Y11$1"	-2.859	-2.8767	0.3174	0.3255	0.1062	0.934	"threshold"	0.0062	0.0249	-0.0177	0.0177	0.0081	-0.0081	0.9751
"LST T 12 fixed S var"	"Thresholds"	"Y11$2"	-1.585	-1.5863	0.3009	0.3075	0.0945	0.939	"threshold"	8e-04	0.0215	-0.0013	0.0013	0.0066	-0.0066	0.9785
"LST T 12 fixed S var"	"Thresholds"	"Y11$3"	-0.651	-0.645	0.296	0.3023	0.0914	0.929	"threshold"	0.0092	0.0208	0.006	0.006	0.0063	-0.0063	0.9792
"LST T 12 fixed S var"	"Thresholds"	"Y11$4"	0.634	0.6539	0.2962	0.3054	0.0936	0.928	"threshold"	0.0314	0.0301	0.0199	0.0199	0.0092	-0.0092	0.9699
"LST T 12 fixed S var"	"Thresholds"	"Y11$5"	1.55	1.5776	0.3014	0.3128	0.0985	0.93	"threshold"	0.0178	0.0364	0.0276	0.0276	0.0114	-0.0114	0.9636
"LST T 12 fixed S var"	"Thresholds"	"Y11$6"	2.837	2.8779	0.3184	0.3328	0.1123	0.931	"threshold"	0.0144	0.0433	0.0409	0.0409	0.0144	-0.0144	0.9567
"LST T 12 fixed S var"	"Thresholds"	"Y21$1"	-2.859	-2.8767	0.3174	0.3255	0.1062	0.934	"threshold"	0.0062	0.0249	-0.0177	0.0177	0.0081	-0.0081	0.9751
"LST T 12 fixed S var"	"Thresholds"	"Y21$2"	-1.585	-1.5863	0.3009	0.3075	0.0945	0.939	"threshold"	8e-04	0.0215	-0.0013	0.0013	0.0066	-0.0066	0.9785
"LST T 12 fixed S var"	"Thresholds"	"Y21$3"	-0.651	-0.645	0.296	0.3023	0.0914	0.929	"threshold"	0.0092	0.0208	0.006	0.006	0.0063	-0.0063	0.9792
"LST T 12 fixed S var"	"Thresholds"	"Y21$4"	0.634	0.6539	0.2962	0.3054	0.0936	0.928	"threshold"	0.0314	0.0301	0.0199	0.0199	0.0092	-0.0092	0.9699
"LST T 12 fixed S var"	"Thresholds"	"Y21$5"	1.55	1.5776	0.3014	0.3128	0.0985	0.93	"threshold"	0.0178	0.0364	0.0276	0.0276	0.0114	-0.0114	0.9636
"LST T 12 fixed S var"	"Thresholds"	"Y21$6"	2.837	2.8779	0.3184	0.3328	0.1123	0.931	"threshold"	0.0144	0.0433	0.0409	0.0409	0.0144	-0.0144	0.9567
"LST T 12 fixed S var"	"Thresholds"	"Y12$1"	-2.859	-2.8767	0.3174	0.3255	0.1062	0.934	"threshold"	0.0062	0.0249	-0.0177	0.0177	0.0081	-0.0081	0.9751
"LST T 12 fixed S var"	"Thresholds"	"Y12$2"	-1.585	-1.5863	0.3009	0.3075	0.0945	0.939	"threshold"	8e-04	0.0215	-0.0013	0.0013	0.0066	-0.0066	0.9785
"LST T 12 fixed S var"	"Thresholds"	"Y12$3"	-0.651	-0.645	0.296	0.3023	0.0914	0.929	"threshold"	0.0092	0.0208	0.006	0.006	0.0063	-0.0063	0.9792
"LST T 12 fixed S var"	"Thresholds"	"Y12$4"	0.634	0.6539	0.2962	0.3054	0.0936	0.928	"threshold"	0.0314	0.0301	0.0199	0.0199	0.0092	-0.0092	0.9699
"LST T 12 fixed S var"	"Thresholds"	"Y12$5"	1.55	1.5776	0.3014	0.3128	0.0985	0.93	"threshold"	0.0178	0.0364	0.0276	0.0276	0.0114	-0.0114	0.9636
"LST T 12 fixed S var"	"Thresholds"	"Y12$6"	2.837	2.8779	0.3184	0.3328	0.1123	0.931	"threshold"	0.0144	0.0433	0.0409	0.0409	0.0144	-0.0144	0.9567
"LST T 12 fixed S var"	"Thresholds"	"Y22$1"	-2.859	-2.8767	0.3174	0.3255	0.1062	0.934	"threshold"	0.0062	0.0249	-0.0177	0.0177	0.0081	-0.0081	0.9751
"LST T 12 fixed S var"	"Thresholds"	"Y22$2"	-1.585	-1.5863	0.3009	0.3075	0.0945	0.939	"threshold"	8e-04	0.0215	-0.0013	0.0013	0.0066	-0.0066	0.9785
"LST T 12 fixed S var"	"Thresholds"	"Y22$3"	-0.651	-0.645	0.296	0.3023	0.0914	0.929	"threshold"	0.0092	0.0208	0.006	0.006	0.0063	-0.0063	0.9792
"LST T 12 fixed S var"	"Thresholds"	"Y22$4"	0.634	0.6539	0.2962	0.3054	0.0936	0.928	"threshold"	0.0314	0.0301	0.0199	0.0199	0.0092	-0.0092	0.9699
"LST T 12 fixed S var"	"Thresholds"	"Y22$5"	1.55	1.5776	0.3014	0.3128	0.0985	0.93	"threshold"	0.0178	0.0364	0.0276	0.0276	0.0114	-0.0114	0.9636
"LST T 12 fixed S var"	"Thresholds"	"Y22$6"	2.837	2.8779	0.3184	0.3328	0.1123	0.931	"threshold"	0.0144	0.0433	0.0409	0.0409	0.0144	-0.0144	0.9567
"LST T 12 fixed S var"	"Thresholds"	"Y13$1"	-2.859	-2.8767	0.3174	0.3255	0.1062	0.934	"threshold"	0.0062	0.0249	-0.0177	0.0177	0.0081	-0.0081	0.9751
"LST T 12 fixed S var"	"Thresholds"	"Y13$2"	-1.585	-1.5863	0.3009	0.3075	0.0945	0.939	"threshold"	8e-04	0.0215	-0.0013	0.0013	0.0066	-0.0066	0.9785
"LST T 12 fixed S var"	"Thresholds"	"Y13$3"	-0.651	-0.645	0.296	0.3023	0.0914	0.929	"threshold"	0.0092	0.0208	0.006	0.006	0.0063	-0.0063	0.9792
"LST T 12 fixed S var"	"Thresholds"	"Y13$4"	0.634	0.6539	0.2962	0.3054	0.0936	0.928	"threshold"	0.0314	0.0301	0.0199	0.0199	0.0092	-0.0092	0.9699
"LST T 12 fixed S var"	"Thresholds"	"Y13$5"	1.55	1.5776	0.3014	0.3128	0.0985	0.93	"threshold"	0.0178	0.0364	0.0276	0.0276	0.0114	-0.0114	0.9636
"LST T 12 fixed S var"	"Thresholds"	"Y13$6"	2.837	2.8779	0.3184	0.3328	0.1123	0.931	"threshold"	0.0144	0.0433	0.0409	0.0409	0.0144	-0.0144	0.9567
"LST T 12 fixed S var"	"Thresholds"	"Y23$1"	-2.859	-2.8767	0.3174	0.3255	0.1062	0.934	"threshold"	0.0062	0.0249	-0.0177	0.0177	0.0081	-0.0081	0.9751
"LST T 12 fixed S var"	"Thresholds"	"Y23$2"	-1.585	-1.5863	0.3009	0.3075	0.0945	0.939	"threshold"	8e-04	0.0215	-0.0013	0.0013	0.0066	-0.0066	0.9785
"LST T 12 fixed S var"	"Thresholds"	"Y23$3"	-0.651	-0.645	0.296	0.3023	0.0914	0.929	"threshold"	0.0092	0.0208	0.006	0.006	0.0063	-0.0063	0.9792
"LST T 12 fixed S var"	"Thresholds"	"Y23$4"	0.634	0.6539	0.2962	0.3054	0.0936	0.928	"threshold"	0.0314	0.0301	0.0199	0.0199	0.0092	-0.0092	0.9699
"LST T 12 fixed S var"	"Thresholds"	"Y23$5"	1.55	1.5776	0.3014	0.3128	0.0985	0.93	"threshold"	0.0178	0.0364	0.0276	0.0276	0.0114	-0.0114	0.9636
"LST T 12 fixed S var"	"Thresholds"	"Y23$6"	2.837	2.8779	0.3184	0.3328	0.1123	0.931	"threshold"	0.0144	0.0433	0.0409	0.0409	0.0144	-0.0144	0.9567
"LST T 12 fixed S var"	"Thresholds"	"Y14$1"	-2.859	-2.8767	0.3174	0.3255	0.1062	0.934	"threshold"	0.0062	0.0249	-0.0177	0.0177	0.0081	-0.0081	0.9751
"LST T 12 fixed S var"	"Thresholds"	"Y14$2"	-1.585	-1.5863	0.3009	0.3075	0.0945	0.939	"threshold"	8e-04	0.0215	-0.0013	0.0013	0.0066	-0.0066	0.9785
"LST T 12 fixed S var"	"Thresholds"	"Y14$3"	-0.651	-0.645	0.296	0.3023	0.0914	0.929	"threshold"	0.0092	0.0208	0.006	0.006	0.0063	-0.0063	0.9792
"LST T 12 fixed S var"	"Thresholds"	"Y14$4"	0.634	0.6539	0.2962	0.3054	0.0936	0.928	"threshold"	0.0314	0.0301	0.0199	0.0199	0.0092	-0.0092	0.9699
"LST T 12 fixed S var"	"Thresholds"	"Y14$5"	1.55	1.5776	0.3014	0.3128	0.0985	0.93	"threshold"	0.0178	0.0364	0.0276	0.0276	0.0114	-0.0114	0.9636
"LST T 12 fixed S var"	"Thresholds"	"Y14$6"	2.837	2.8779	0.3184	0.3328	0.1123	0.931	"threshold"	0.0144	0.0433	0.0409	0.0409	0.0144	-0.0144	0.9567
"LST T 12 fixed S var"	"Thresholds"	"Y24$1"	-2.859	-2.8767	0.3174	0.3255	0.1062	0.934	"threshold"	0.0062	0.0249	-0.0177	0.0177	0.0081	-0.0081	0.9751
"LST T 12 fixed S var"	"Thresholds"	"Y24$2"	-1.585	-1.5863	0.3009	0.3075	0.0945	0.939	"threshold"	8e-04	0.0215	-0.0013	0.0013	0.0066	-0.0066	0.9785
"LST T 12 fixed S var"	"Thresholds"	"Y24$3"	-0.651	-0.645	0.296	0.3023	0.0914	0.929	"threshold"	0.0092	0.0208	0.006	0.006	0.0063	-0.0063	0.9792
"LST T 12 fixed S var"	"Thresholds"	"Y24$4"	0.634	0.6539	0.2962	0.3054	0.0936	0.928	"threshold"	0.0314	0.0301	0.0199	0.0199	0.0092	-0.0092	0.9699
